variavel;ano;regiao;valor
V0008-Alunos rede municipal - sexo feminino;2022;ITAQUERA;8754
V0008-Alunos rede municipal - sexo feminino;2022;JABAQUARA;8288
V0008-Alunos rede municipal - sexo feminino;2022;JACANA;6308
V0008-Alunos rede municipal - sexo feminino;2022;JAGUARA;1335
V0008-Alunos rede municipal - sexo feminino;2022;JAGUARE;3043
V0008-Alunos rede municipal - sexo feminino;2022;JARAGUA;18161
V0008-Alunos rede municipal - sexo feminino;2022;JARDIM ANGELA;20038
V0008-Alunos rede municipal - sexo feminino;2022;JARDIM HELENA;10367
V0008-Alunos rede municipal - sexo feminino;2022;JARDIM PAULISTA;223
V0008-Alunos rede municipal - sexo feminino;2022;JARDIM SAO LUIS;15624
V0008-Alunos rede municipal - sexo feminino;2022;JOSE BONIFACIO;6142
V0008-Alunos rede municipal - sexo feminino;2022;LAJEADO;13244
V0008-Alunos rede municipal - sexo feminino;2022;LAPA;657
V0008-Alunos rede municipal - sexo feminino;2022;LIBERDADE;919
V0008-Alunos rede municipal - sexo feminino;2022;LIMAO;2529
V0008-Alunos rede municipal - sexo feminino;2022;MANDAQUI;3187
V0008-Alunos rede municipal - sexo feminino;2022;MARSILAC;273
V0008-Alunos rede municipal - sexo feminino;2022;MOEMA;630
V0008-Alunos rede municipal - sexo feminino;2022;MOOCA;1079
V0008-Alunos rede municipal - sexo feminino;2022;MORUMBI;1168
V0008-Alunos rede municipal - sexo feminino;2022;PARELHEIROS;8364
V0008-Alunos rede municipal - sexo feminino;2022;PARI;906
V0008-Alunos rede municipal - sexo feminino;2022;PARQUE DO CARMO;2983
V0008-Alunos rede municipal - sexo feminino;2022;PEDREIRA;11058
V0008-Alunos rede municipal - sexo feminino;2022;PENHA;2922
V0008-Alunos rede municipal - sexo feminino;2022;PERDIZES;637
V0008-Alunos rede municipal - sexo feminino;2022;PERUS;7961
V0008-Alunos rede municipal - sexo feminino;2022;PINHEIROS;418
V0008-Alunos rede municipal - sexo feminino;2022;PIRITUBA;6892
V0008-Alunos rede municipal - sexo feminino;2022;PONTE RASA;4437
V0008-Alunos rede municipal - sexo feminino;2022;RAPOSO TAVARES;8049
V0008-Alunos rede municipal - sexo feminino;2022;REPUBLICA;330
V0008-Alunos rede municipal - sexo feminino;2022;RIO PEQUENO;5516
V0008-Alunos rede municipal - sexo feminino;2022;SACOMA;17375
V0008-Alunos rede municipal - sexo feminino;2022;SANTA CECILIA;1016
V0008-Alunos rede municipal - sexo feminino;2022;SANTANA;2106
V0008-Alunos rede municipal - sexo feminino;2022;SANTO AMARO;1289
V0008-Alunos rede municipal - sexo feminino;2022;SAO DOMINGOS;5148
V0008-Alunos rede municipal - sexo feminino;2022;SAO LUCAS;4625
V0008-Alunos rede municipal - sexo feminino;2022;SAO MATEUS;8060
V0008-Alunos rede municipal - sexo feminino;2022;SAO MIGUEL;6971
V0008-Alunos rede municipal - sexo feminino;2022;SAO RAFAEL;9653
V0008-Alunos rede municipal - sexo feminino;2022;SAPOPEMBA;16867
V0008-Alunos rede municipal - sexo feminino;2022;SAUDE;1237
V0008-Alunos rede municipal - sexo feminino;2022;SE;880
V0008-Alunos rede municipal - sexo feminino;2022;SOCORRO;1402
V0008-Alunos rede municipal - sexo feminino;2022;TATUAPE;1764
V0008-Alunos rede municipal - sexo feminino;2022;TREMEMBE;7897
V0008-Alunos rede municipal - sexo feminino;2022;TUCURUVI;1915
V0008-Alunos rede municipal - sexo feminino;2022;VILA ANDRADE;6905
V0008-Alunos rede municipal - sexo feminino;2022;VILA CURUCA;11563
V0008-Alunos rede municipal - sexo feminino;2022;VILA FORMOSA;2868
V0008-Alunos rede municipal - sexo feminino;2022;VILA GUILHERME;1707
V0008-Alunos rede municipal - sexo feminino;2022;VILA JACUI;8870
V0008-Alunos rede municipal - sexo feminino;2022;VILA LEOPOLDINA;1132
V0008-Alunos rede municipal - sexo feminino;2022;VILA MARIA;6423
V0008-Alunos rede municipal - sexo feminino;2022;VILA MARIANA;997
V0008-Alunos rede municipal - sexo feminino;2022;VILA MATILDE;3419
V0008-Alunos rede municipal - sexo feminino;2022;VILA MEDEIROS;4775
V0008-Alunos rede municipal - sexo feminino;2022;VILA PRUDENTE;2724
V0008-Alunos rede municipal - sexo feminino;2022;VILA SONIA;4421
V0009-Alunos da rede municipal de ensino;2022;AGUA RASA;3958
V0009-Alunos da rede municipal de ensino;2022;ALTO DE PINHEIROS;339
V0009-Alunos da rede municipal de ensino;2022;ANHANGUERA;11386
V0009-Alunos da rede municipal de ensino;2022;ARICANDUVA;5078
V0009-Alunos da rede municipal de ensino;2022;ARTUR ALVIM;9618
V0009-Alunos da rede municipal de ensino;2022;BARRA FUNDA;273
V0009-Alunos da rede municipal de ensino;2022;BELA VISTA;3055
V0009-Alunos da rede municipal de ensino;2022;BELEM;2920
V0009-Alunos da rede municipal de ensino;2022;BOM RETIRO;2148
V0009-Alunos da rede municipal de ensino;2022;BRAS;1399
V0009-Alunos da rede municipal de ensino;2022;BRASILANDIA;39723
V0009-Alunos da rede municipal de ensino;2022;BUTANTA;4303
V0009-Alunos da rede municipal de ensino;2022;CACHOEIRINHA;16664
V0009-Alunos da rede municipal de ensino;2022;CAMBUCI;1486
V0009-Alunos da rede municipal de ensino;2022;CAMPO BELO;2987
V0009-Alunos da rede municipal de ensino;2022;CAMPO GRANDE;7614
V0009-Alunos da rede municipal de ensino;2022;CAMPO LIMPO;36924
V0009-Alunos da rede municipal de ensino;2022;CANGAIBA;14879
V0009-Alunos da rede municipal de ensino;2022;CAPAO REDONDO;42739
V0009-Alunos da rede municipal de ensino;2022;CARRAO;4117
V0009-Alunos da rede municipal de ensino;2022;CASA VERDE;5324
V0009-Alunos da rede municipal de ensino;2022;CIDADE ADEMAR;21487
V0009-Alunos da rede municipal de ensino;2022;CIDADE DUTRA;24084
V0009-Alunos da rede municipal de ensino;2022;CIDADE LIDER;14596
V0009-Alunos da rede municipal de ensino;2022;CIDADE TIRADENTES;43956
V0009-Alunos da rede municipal de ensino;2022;CONSOLACAO;909
V0009-Alunos da rede municipal de ensino;2022;CURSINO;4075
V0009-Alunos da rede municipal de ensino;2022;ERMELINO MATARAZZO;9588
V0009-Alunos da rede municipal de ensino;2022;FREGUESIA DO O;13460
V0009-Alunos da rede municipal de ensino;2022;GRAJAU;39043
V0009-Alunos da rede municipal de ensino;2022;GUAIANASES;11760
V0009-Alunos da rede municipal de ensino;2022;IGUATEMI;28973
V0009-Alunos da rede municipal de ensino;2022;IPIRANGA;5298
V0009-Alunos da rede municipal de ensino;2022;ITAIM BIBI;1793
V0009-Alunos da rede municipal de ensino;2022;ITAIM PAULISTA;36434
V0009-Alunos da rede municipal de ensino;2022;ITAQUERA;18053
V0009-Alunos da rede municipal de ensino;2022;JABAQUARA;16272
V0009-Alunos da rede municipal de ensino;2022;JACANA;12732
V0009-Alunos da rede municipal de ensino;2022;JAGUARA;2823
V0009-Alunos da rede municipal de ensino;2022;JAGUARE;5840
V0009-Alunos da rede municipal de ensino;2022;JARAGUA;37324
V0009-Alunos da rede municipal de ensino;2022;JARDIM ANGELA;40365
V0009-Alunos da rede municipal de ensino;2022;JARDIM HELENA;20562
V0009-Alunos da rede municipal de ensino;2022;JARDIM PAULISTA;459
V0009-Alunos da rede municipal de ensino;2022;JARDIM SAO LUIS;31410
V0009-Alunos da rede municipal de ensino;2022;JOSE BONIFACIO;12587
V0009-Alunos da rede municipal de ensino;2022;LAJEADO;26315
V0009-Alunos da rede municipal de ensino;2022;LAPA;1407
V0009-Alunos da rede municipal de ensino;2022;LIBERDADE;2017
V0009-Alunos da rede municipal de ensino;2022;LIMAO;5129
V0009-Alunos da rede municipal de ensino;2022;MANDAQUI;6513
V0009-Alunos da rede municipal de ensino;2022;MARSILAC;545
V0009-Alunos da rede municipal de ensino;2022;MOEMA;1324
V0009-Alunos da rede municipal de ensino;2022;MOOCA;2188
V0009-Alunos da rede municipal de ensino;2022;MORUMBI;2365
V0009-Alunos da rede municipal de ensino;2022;PARELHEIROS;17180
V0009-Alunos da rede municipal de ensino;2022;PARI;1850
V0009-Alunos da rede municipal de ensino;2022;PARQUE DO CARMO;6241
V0009-Alunos da rede municipal de ensino;2022;PEDREIRA;21467
V0009-Alunos da rede municipal de ensino;2022;PENHA;6029
V0009-Alunos da rede municipal de ensino;2022;PERDIZES;1294
V0009-Alunos da rede municipal de ensino;2022;PERUS;15882
V0009-Alunos da rede municipal de ensino;2022;PINHEIROS;848
V0009-Alunos da rede municipal de ensino;2022;PIRITUBA;14446
V0009-Alunos da rede municipal de ensino;2022;PONTE RASA;9202
V0009-Alunos da rede municipal de ensino;2022;RAPOSO TAVARES;16393
V0009-Alunos da rede municipal de ensino;2022;REPUBLICA;695
V0009-Alunos da rede municipal de ensino;2022;RIO PEQUENO;11427
V0009-Alunos da rede municipal de ensino;2022;SACOMA;33815
V0009-Alunos da rede municipal de ensino;2022;SANTA CECILIA;2129
V0009-Alunos da rede municipal de ensino;2022;SANTANA;4236
V0009-Alunos da rede municipal de ensino;2022;SANTO AMARO;2529
V0009-Alunos da rede municipal de ensino;2022;SAO DOMINGOS;9952
V0009-Alunos da rede municipal de ensino;2022;SAO LUCAS;9703
V0009-Alunos da rede municipal de ensino;2022;SAO MATEUS;16459
V0009-Alunos da rede municipal de ensino;2022;SAO MIGUEL;14349
V0009-Alunos da rede municipal de ensino;2022;SAO RAFAEL;19590
V0009-Alunos da rede municipal de ensino;2022;SAPOPEMBA;33343
V0009-Alunos da rede municipal de ensino;2022;SAUDE;2447
V0009-Alunos da rede municipal de ensino;2022;SE;1806
V0009-Alunos da rede municipal de ensino;2022;SOCORRO;2981
V0009-Alunos da rede municipal de ensino;2022;TATUAPE;3691
V0009-Alunos da rede municipal de ensino;2022;TREMEMBE;16282
V0009-Alunos da rede municipal de ensino;2022;TUCURUVI;3946
V0009-Alunos da rede municipal de ensino;2022;VILA ANDRADE;13829
V0009-Alunos da rede municipal de ensino;2022;VILA CURUCA;22836
V0009-Alunos da rede municipal de ensino;2022;VILA FORMOSA;5493
V0009-Alunos da rede municipal de ensino;2022;VILA GUILHERME;3644
V0009-Alunos da rede municipal de ensino;2022;VILA JACUI;18025
V0009-Alunos da rede municipal de ensino;2022;VILA LEOPOLDINA;2465
V0009-Alunos da rede municipal de ensino;2022;VILA MARIA;13190
V0009-Alunos da rede municipal de ensino;2022;VILA MARIANA;2093
V0009-Alunos da rede municipal de ensino;2022;VILA MATILDE;6994
V0009-Alunos da rede municipal de ensino;2022;VILA MEDEIROS;9801
V0009-Alunos da rede municipal de ensino;2022;VILA PRUDENTE;5746
V0009-Alunos da rede municipal de ensino;2022;VILA SONIA;9175
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;AGUA RASA;32
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ANHANGUERA;90
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;BRASILANDIA;258
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CACHOEIRINHA;250
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CAMPO BELO;144
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CAMPO LIMPO;1408
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CANGAIBA;64
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CAPAO REDONDO;636
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CARRAO;126
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CASA VERDE;267
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE ADEMAR;85
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE DUTRA;547
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE LIDER;208
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE TIRADENTES;590
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ERMELINO MATARAZZO;60
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;FREGUESIA DO O;310
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;GRAJAU;143
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;GUAIANASES;307
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;IGUATEMI;465
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ITAIM BIBI;289
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ITAIM PAULISTA;357
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ITAQUERA;303
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JABAQUARA;228
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JACANA;464
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JAGUARA;121
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JAGUARE;428
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JARAGUA;843
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JARDIM ANGELA;495
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JARDIM HELENA;393
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JARDIM SAO LUIS;268
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;LAJEADO;180
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;LIBERDADE;92
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;LIMAO;172
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;MANDAQUI;242
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;MOEMA;94
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PARELHEIROS;166
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PARI;323
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PEDREIRA;140
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PERUS;667
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;RAPOSO TAVARES;95
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;RIO PEQUENO;185
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SACOMA;249
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SANTANA;505
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SANTO AMARO;224
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAO DOMINGOS;179
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAO MATEUS;188
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAO MIGUEL;957
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAPOPEMBA;597
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAUDE;170
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;TREMEMBE;591
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;TUCURUVI;157
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA ANDRADE;191
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA CURUCA;502
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA FORMOSA;115
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA GUILHERME;359
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA JACUI;703
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA LEOPOLDINA;120
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MARIA;163
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MARIANA;89
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MATILDE;174
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MEDEIROS;264
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA SONIA;183
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;AGUA RASA;188
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ANHANGUERA;114
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CAMPO GRANDE;107
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CAMPO LIMPO;508
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CANGAIBA;729
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CARRAO;48
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CIDADE ADEMAR;62
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CIDADE LIDER;151
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CIDADE TIRADENTES;257
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ERMELINO MATARAZZO;88
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;FREGUESIA DO O;92
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;GRAJAU;175
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;IGUATEMI;350
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ITAQUERA;94
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JACANA;195
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JAGUARA;96
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JARAGUA;188
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JARDIM HELENA;132
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JARDIM SAO LUIS;82
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;LAJEADO;108
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;MANDAQUI;152
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PENHA;84
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PERUS;98
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PONTE RASA;99
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;RAPOSO TAVARES;269
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;RIO PEQUENO;182
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SACOMA;288
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SANTO AMARO;58
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SAPOPEMBA;227
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;TREMEMBE;320
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA CURUCA;265
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA JACUI;157
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA LEOPOLDINA;324
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA MARIA;221
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA MEDEIROS;77
V0008-Alunos rede municipal - sexo feminino;2022;ARICANDUVA-FORMOSA-CARRAO;7303
V0008-Alunos rede municipal - sexo feminino;2022;BUTANTA;21277
V0008-Alunos rede municipal - sexo feminino;2022;CAMPO LIMPO;47184
V0008-Alunos rede municipal - sexo feminino;2022;CAPELA DO SOCORRO;31917
V0008-Alunos rede municipal - sexo feminino;2022;CASA VERDE-CACHOEIRINHA;13049
V0008-Alunos rede municipal - sexo feminino;2022;CIDADE ADEMAR;21582
V0008-Alunos rede municipal - sexo feminino;2022;CIDADE TIRADENTES;22550
V0008-Alunos rede municipal - sexo feminino;2022;ERMELINO MATARAZZO;9107
V0008-Alunos rede municipal - sexo feminino;2022;FREGUESIA-BRASILANDIA;26163
V0008-Alunos rede municipal - sexo feminino;2022;GUAIANASES;18989
V0008-Alunos rede municipal - sexo feminino;2022;IPIRANGA;22006
V0008-Alunos rede municipal - sexo feminino;2022;ITAIM PAULISTA;30144
V0008-Alunos rede municipal - sexo feminino;2022;ITAQUERA;24948
V0008-Alunos rede municipal - sexo feminino;2022;JABAQUARA;8288
V0008-Alunos rede municipal - sexo feminino;2022;JACANA-TREMEMBE;14205
V0008-Alunos rede municipal - sexo feminino;2022;LAPA;6949
V0008-Alunos rede municipal - sexo feminino;2022;M BOI MIRIM;35662
V0008-Alunos rede municipal - sexo feminino;2022;MOOCA;7644
V0008-Alunos rede municipal - sexo feminino;2022;PARELHEIROS;8637
V0008-Alunos rede municipal - sexo feminino;2022;PENHA;18682
V0008-Alunos rede municipal - sexo feminino;2022;PERUS;13763
V0008-Alunos rede municipal - sexo feminino;2022;PINHEIROS;1667
V0008-Alunos rede municipal - sexo feminino;2022;PIRITUBA-JARAGUA;30201
V0008-Alunos rede municipal - sexo feminino;2022;SANTANA-TUCURUVI;7208
V0008-Alunos rede municipal - sexo feminino;2022;SANTO AMARO;6528
V0008-Alunos rede municipal - sexo feminino;2022;SAO MATEUS;32359
V0008-Alunos rede municipal - sexo feminino;2022;SAO MIGUEL;26208
V0008-Alunos rede municipal - sexo feminino;2022;SAPOPEMBA;16867
V0008-Alunos rede municipal - sexo feminino;2022;SE;6888
V0008-Alunos rede municipal - sexo feminino;2022;VILA MARIA-VILA GUILHERME;12905
V0008-Alunos rede municipal - sexo feminino;2022;VILA MARIANA;2864
V0008-Alunos rede municipal - sexo feminino;2022;VILA PRUDENTE;7349
V0009-Alunos da rede municipal de ensino;2022;ARICANDUVA-FORMOSA-CARRAO;14688
V0009-Alunos da rede municipal de ensino;2022;BUTANTA;43663
V0009-Alunos da rede municipal de ensino;2022;CAMPO LIMPO;93492
V0009-Alunos da rede municipal de ensino;2022;CAPELA DO SOCORRO;66108
V0009-Alunos da rede municipal de ensino;2022;CASA VERDE-CACHOEIRINHA;27117
V0009-Alunos da rede municipal de ensino;2022;CIDADE ADEMAR;42954
V0009-Alunos da rede municipal de ensino;2022;CIDADE TIRADENTES;43956
